turma,periodo,professor,horario,cod_disciplina,,
1,2023.1,RITA DE CASSIA SILVA (60h),35M12,FGA0023,,
1,2023.1,ALEX REIS (30h),46T23,FGA0025,,
1,2023.1,JORGE ANDRES CORMANE ANGARITA (30h),46T23,FGA0025,,
1,2023.1,JOHN LENON CARDOSO GARDENGHI (60h),46M34,FGA0030,,
2,2023.1,BRUNO CESAR RIBAS (60h),35T6  35N1,FGA0030,,
1,2023.1,RICARDO RAMOS FRAGELLI (60h),2T2345,FGA0034,,
2,2023.1,JUNGPYO LEE (60h),25T23,FGA0037,,
3,2023.1,RAFAEL CASTILHO FARIA MENDES (60h),2T2345,FGA0037,,
1,2023.1,OLEXIY SHYNKARENKO (75h),35T45 6T4,FGA0038,,
1,2023.1,ARTEM ANDRIANOV (75h),2M5 35M12,FGA0039,,
1,2023.1,ANDRE MURILO DE ALMEIDA PINTO (30h),24M34,FGA0040,,
1,2023.1,RAFAEL RODRIGUES DA SILVA (30h),24M34,FGA0040,,
1,2023.1,OLEXIY SHYNKARENKO (60h),35T23,FGA0043,,
1,2023.1,POLLIANA CANDIDA OLIVEIRA MARTINS (60h),46M34,FGA0045,,
1,2023.1,ANDREIA ALVES COSTA LINDINGER (60h),35M34,FGA0047,,
1,2023.1,WILLIAM REIS SILVA (60h),46M34,FGA0048,,
1,2023.1,SERGIO HENRIQUE DA SILVA CARNEIRO (60h),35M34,FGA0050,,
1,2023.1,PAOLO GESSINI (30h),235M12,FGA0052,,
1,2023.1,JUNGPYO LEE (60h),235M12,FGA0052,,
1,2023.1,EDSON ALVES DA COSTA JUNIOR (60h),7M1234,FGA0053,,
1,2023.1,ANDREA CASTELLO BRANCO JUDICE (30h),4M1234,FGA0054,,
1,2023.1,REJANE MARIA DA COSTA FIGUEIREDO (30h),4M1234,FGA0054,,
1,2023.1,RHANDER VIANA (60h),35T23,FGA0055,,
1,2023.1,EDISON GUSTAVO CUEVA GALARRAGA (60h),35M34,FGA0056,,
1,2023.1,MARCUS VINICIUS BATISTUTA (60h),24T45,FGA0057,,
1,2023.1,VANDOR ROBERTO VILARDI RISSOLI (60h),35M12,FGA0060,,
1,2023.1,TATIANE DA SILVA EVANGELISTA (60h),35M34,FGA0066,,
1,2023.1,LUIS FILOMENO DE JESUS FERNANDES (60h),24M12,FGA0067,,
2,2023.1,EULER DE VILHENA GARCIA (60h),35M12,FGA0067,,
1,2023.1,GILMAR SILVA BESERRA (60h),24M34,FGA0068,,
1,2023.1,DIOGO DE OLIVEIRA COSTA (30h),3T23,FGA0069,,
2,2023.1,ANDERSON JOSE COSTA SENA (30h),5M34,FGA0069,,
3,2023.1,DIOGO DE OLIVEIRA COSTA (30h),6M12,FGA0069,,
4,2023.1,MARCELINO MONTEIRO DE ANDRADE (30h),4M34,FGA0069,,
5,2023.1,ANDERSON JOSE COSTA SENA (30h),5M12,FGA0069,,
1,2023.1,ANDERSON JOSE COSTA SENA (30h),6M34,FGA0070,,
2,2023.1,ANDERSON JOSE COSTA SENA (30h),6T23,FGA0070,,
1,2023.1,ANDERSON JOSE COSTA SENA (30h),4M5  4T1,FGA0071,,
2,2023.1,ANDERSON JOSE COSTA SENA (30h),4T23,FGA0071,,
3,2023.1,ANDERSON JOSE COSTA SENA (30h),4T45,FGA0071,,
4,2023.1,CLAUDIA PATRICIA OCHOA DIAZ (30h),5T23,FGA0071,,
5,2023.1,DIOGO DE OLIVEIRA COSTA (30h),6T23,FGA0071,,
6,2023.1,HENRIQUE MARRA TAIRA MENEGAZ (30h),3M12,FGA0071,,
7,2023.1,ANDERSON JOSE COSTA SENA (30h),6T45,FGA0071,,
8,2023.1,DIOGO DE OLIVEIRA COSTA (30h),5M34,FGA0071,,
9,2023.1,GUILLERMO ALVAREZ BESTARD (30h),6M12,FGA0071,,
10,2023.1,HENRIQUE MARRA TAIRA MENEGAZ (30h),2M12,FGA0071,,
11,2023.1,DIOGO DE OLIVEIRA COSTA (30h),4M34,FGA0071,,
12,2023.1,DIOGO DE OLIVEIRA COSTA (30h),3T45 (28/03/2023 - 25/07/2023),FGA0071,,
14,2023.1,CLAUDIA PATRICIA OCHOA DIAZ (30h),3T23,FGA0071,,
15,2023.1,HENRIQUE MARRA TAIRA MENEGAZ (30h),3M34,FGA0071,,
16,2023.1,HENRIQUE MARRA TAIRA MENEGAZ (30h),2M34,FGA0071,,
1,2023.1,GILMAR SILVA BESERRA (30h),6M12,FGA0072,,
2,2023.1,GILMAR SILVA BESERRA (30h),6M34,FGA0072,,
1,2023.1,RENATO VILELA LOPES (60h),46M12,FGA0073,,
2,2023.1,RENATO VILELA LOPES (60h),46T23,FGA0073,,
1,2023.1,DANIEL MAURICIO MUNOZ ARBOLEDA (60h),35M34,FGA0074,,
1,2023.1,EMMANUEL PACHECO ROCHA LIMA (15h),2T4,FGA0075,,
2,2023.1,EMMANUEL PACHECO ROCHA LIMA (15h),4T4,FGA0075,,
3,2023.1,EMMANUEL PACHECO ROCHA LIMA (15h),2T5,FGA0075,,
4,2023.1,SANDRA MARIA DA LUZ (15h),5M1,FGA0075,,
5,2023.1,SANDRA MARIA DA LUZ (15h),5M2,FGA0075,,
6,2023.1,EDISON GUSTAVO CUEVA GALARRAGA (15h),3M1,FGA0075,,
7,2023.1,EDISON GUSTAVO CUEVA GALARRAGA (15h),3M2,FGA0075,,
8,2023.1,EDISON GUSTAVO CUEVA GALARRAGA (15h),4M1,FGA0075,,
9,2023.1,EDISON GUSTAVO CUEVA GALARRAGA (15h),4M2,FGA0075,,
10,2023.1,EMMANUEL PACHECO ROCHA LIMA (15h),4T5,FGA0075,,
1,2023.1,FABIO ALFAIA DA CUNHA (30h),24M12,FGA0076,,
1,2023.1,ALESSANDRO BORGES DE SOUSA OLIVEIRA (30h),24M12,FGA0076,,
1,2023.1,EMMANUEL PACHECO ROCHA LIMA (45h),2T23 4T1,FGA0078,,
2,2023.1,RODRIGO ARBEY MUNOZ MENESES (45h),3T23 5T2,FGA0078,,
1,2023.1,FABRICIO ATAIDES BRAZ (60h),35M34,FGA0083,,
1,2023.1,SERGIO ANTONIO ANDRADE DE FREITAS (60h),26T45,FGA0084,,
1,2023.1,GLAUCO VITOR PEDROSA (60h),26M34,FGA0085,,
2,2023.1,EDSON ALVES DA COSTA JUNIOR (60h),46T6  46N1,FGA0085,,
3,2023.1,GLAUCO VITOR PEDROSA (60h),46T23,FGA0085,,
1,2023.1,JORGE ANDRES CORMANE ANGARITA (60h),24M12,FGA0086,,
2,2023.1,FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA (60h),24T45,FGA0086,,
1,2023.1,LOANA NUNES VELASCO (30h),4M12,FGA0087,,
2,2023.1,RUDI HENRI VAN ELS (30h),3T45,FGA0087,,
3,2023.1,RUDI HENRI VAN ELS (30h),2T23,FGA0087,,
4,2023.1,JORGE ANDRES CORMANE ANGARITA (30h),2M34,FGA0087,,
5,2023.1,LOANA NUNES VELASCO (30h),6M12,FGA0087,,
1,2023.1,FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA (60h),46M12,FGA0088,,
1,2023.1,RUDI HENRI VAN ELS (30h),4T45,FGA0089,,
2,2023.1,RUDI HENRI VAN ELS (30h),4T23,FGA0089,,
1,2023.1,EBERTH DE ALMEIDA CORREA (60h),35T23,FGA0090,,
1,2023.1,JHON NERO VAZ GOULART (45h),24M12  3T2,FGA0091,,
1,2023.1,PAOLO GESSINI (30h),24M12  3T2,FGA0091,,
2,2023.1,JHON NERO VAZ GOULART (30h),24M12  3T3,FGA0091,,
2,2023.1,PAOLO GESSINI (45h),24M12  3T3,FGA0091,,
1,2023.1,DANIEL COSTA ARAUJO (75h),3M125 5M12,FGA0092,,
1,2023.1,ROBERTO DE SOUZA BAPTISTA (75h),3T23 5T123,FGA0093,,
2,2023.1,WILLIAM REIS SILVA (75h),4T123 6T23,FGA0093,,
1,2023.1,SEBASTIEN ROLAND MARIE JOSEPH RONDINEAU (60h),46M12,FGA0094,,
1,2023.1,GUILLERMO ALVAREZ BESTARD (90h),246T45,FGA0096,,
1,2023.1,DIOGO DE OLIVEIRA COSTA (30h),4M12,FGA0098,,
2,2023.1,DIOGO DE OLIVEIRA COSTA (30h),2T45,FGA0098,,
1,2023.1,WELLINGTON AVELINO DO AMARAL (60h),35T45,FGA0099,,
1,2023.1,GERARDO ANTONIO IDROBO PIZO (30h),3M34,FGA0100,,
2,2023.1,GERARDO ANTONIO IDROBO PIZO (30h),3M5  3T1,FGA0100,,
1,2023.1,MARCUS VINICIUS BATISTUTA (60h),35T45,FGA0101,,
1,2023.1,MARCUS VINICIUS CHAFFIM COSTA (90h),356M12,FGA0102,,
2,2023.1,LUCIANO EMIDIO NEVES DA FONSECA (90h),246M34,FGA0102,,
1,2023.1,DIOGO CAETANO GARCIA (90h),246T23,FGA0103,,
1,2023.1,MARCELO BENTO DA SILVA (60h),24M34,FGA0104,,
1,2023.1,ARTUR ELIAS DE MORAIS BERTOLDI (60h),24T23,FGA0105,,
3,2023.1,Fernando Merege (60h),35M34,FGA0105,,
1,2023.1,POLLIANA CANDIDA OLIVEIRA MARTINS (60h),46T23,FGA0106,,
1,2023.1,EBERTH DE ALMEIDA CORREA (30h),3M34,FGA0107,,
1,2023.1,MATHEUS BERNARDINI DE SOUZA (60h),26T23,FGA0108,,
2,2023.1,VINICIUS DE CARVALHO RISPOLI (60h),35M12,FGA0108,,
1,2023.1,RENATO CORAL SAMPAIO (60h),35M34,FGA0109,,
3,2023.1,RENATO CORAL SAMPAIO (60h),35M5  35T1,FGA0109,,
1,2023.1,ANDRE LUIZ ALMEIDA PENNA (60h),24T23,FGA0119,,
2,2023.1,ANDRE LUIZ ALMEIDA PENNA (60h),46M12,FGA0119,,
1,2023.1,GERARDO ANTONIO IDROBO PIZO (30h),6T23,FGA0120,,
2,2023.1,GERARDO ANTONIO IDROBO PIZO (30h),3T45,FGA0120,,
1,2023.1,SEBASTIEN ROLAND MARIE JOSEPH RONDINEAU (60h),46M34,FGA0121,,
1,2023.1,MAURICIO SERRANO (60h),26M34,FGA0124,,
2,2023.1,MAURICIO SERRANO (60h),26M12,FGA0124,,
1,2023.1,CLAUDIA PATRICIA OCHOA DIAZ (60h),35M34,FGA0132,,
2,2023.1,PAULA MEYER SOARES (60h),35M34,FGA0133,,
3,2023.1,GLAUCENY CIRNE DE MEDEIROS (60h),46T45,FGA0133,,
1,2023.1,WANDER CLEBER MARIA PEREIRA DA SILVA (60h),35T23,FGA0134,,
3,2023.1,BRUNO CESAR RIBAS (60h),35T45,FGA0134,,
2,2023.1,VANDOR ROBERTO VILARDI RISSOLI (60h),35T23,FGA0137,,
1,2023.1,GEORGE MARSICANO CORREA (60h),35M34,FGA0138,,
2,2023.1,HILMER RODRIGUES NERI (60h),35T45,FGA0138,,
3,2023.1,CARLA SILVA ROCHA AGUIAR (60h),35M34,FGA0138,,
1,2023.1,MARIA VITORIA DUARTE FERRARI (60h),46M34,FGA0141,,
1,2023.1,TIAGO ALVES DA FONSECA (60h),24M34,FGA0142,,
2,2023.1,JOHN LENON CARDOSO GARDENGHI (60h),46T45,FGA0142,,
1,2023.1,LINDOMAR BOMFIM DE CARVALHO DE JESUS (90h),356M12,FGA0144,,
1,2023.1,NILTON CORREIA DA SILVA (60h),35M34,FGA0147,,
2,2023.1,ROSE YURI SHIMIZU (60h),35T23,FGA0147,,
4,2023.1,ROSE YURI SHIMIZU (60h),35M34,FGA0147,,
1,2023.1,MARIA ALZIRA DE ARAUJO NUNES (30h),2M34,FGA0148,,
2,2023.1,MARIA ALZIRA DE ARAUJO NUNES (30h),2M12,FGA0148,,
2,2023.1,JULIANA PETROCCHI RODRIGUES (60h),24T45,FGA0150,,
3,2023.1,DIOGO CAETANO GARCIA (60h),24T45,FGA0150,,
4,2023.1,RICARDO AJAX DIAS KOSLOSKI (60h),24T45,FGA0150,,
5,2023.1,EVANDRO LEONARDO SILVA TEIXEIRA (60h),24T45,FGA0150,,
6,2023.1,ARTUR ELIAS DE MORAIS BERTOLDI (60h),24T45,FGA0150,,
1,2023.1,MATEUS RODRIGUES MIRANDA (60h),35T23,FGA0152,,
1,2023.1,SERGIO HENRIQUE DA SILVA CARNEIRO (60h),35M12,FGA0154,,
2,2023.1,SUZANA MOREIRA AVILA (60h),35M34,FGA0154,,
3,2023.1,GLAUCENY CIRNE DE MEDEIROS (60h),46T23,FGA0154,,
1,2023.1,ENEIDA GONZALEZ VALDES (30h),46T23,FGA0155,,
1,2023.1,MATEUS RODRIGUES MIRANDA (30h),46T23,FGA0155,,
1,2023.1,ROSEANY DE VASCONCELOS VIEIRA LOPES (60h),3M12  6T23,FGA0156,,
1,2023.1,MARILIA MIRANDA FORTE GOMES (60h),46T23,FGA0157,,
2,2023.1,RODRIGO ANDRES MIRANDA CERDA (60h),46M34,FGA0157,,
1,2023.1,FABIANA FREITAS MENDES (60h),24T45,FGA0158,,
2,2023.1,ANDRE LUIZ PERON MARTINS LANNA (60h),24T23,FGA0158,,
3,2023.1,FABIANA FREITAS MENDES (60h),24M12,FGA0158,,
4,2023.1,LUIS FILOMENO DE JESUS FERNANDES (60h),46T23,FGA0158,,
5,2023.1,HENRIQUE GOMES DE MOURA (60h),35M5  35T1,FGA0158,,
1,2023.1,LUCIANO EMIDIO NEVES DA FONSECA (60h),46M5  46T1,FGA0160,,
2,2023.1,RODRIGO ANDRES MIRANDA CERDA (60h),46T45,FGA0160,,
3,2023.1,LINDOMAR BOMFIM DE CARVALHO DE JESUS (60h),24M12,FGA0160,,
1,2023.1,FERNANDO PAIVA SCARDUA (60h),35M34,FGA0161,,
2,2023.1,MARIA VITORIA DUARTE FERRARI (60h),46M12,FGA0161,,
3,2023.1,JOSIANE DO SOCORRO AGUIAR DE SOUZA DE OLIVEIRA CAMPOS (60h),24T45,FGA0161,,
4,2023.1,FERNANDO PAIVA SCARDUA (60h),35M12,FGA0161,,
1,2023.1,RAFAEL RODRIGUES DA SILVA (30h),2M12,FGA0163,,
2,2023.1,MARCELINO MONTEIRO DE ANDRADE (30h),4T23,FGA0163,,
3,2023.1,GABRIELA CUNHA POSSA (30h),2T23,FGA0163,,
1,2023.1,SANDRA MARIA FALEIROS LIMA (60h),46T23,FGA0164,,
2,2023.1,SANDRA MARIA FALEIROS LIMA (60h),46M5  46T1,FGA0164,,
3,2023.1,VANESSA MARIA DE CASTRO (60h),35T23,FGA0164,,
4,2023.1,VANESSA MARIA DE CASTRO (60h),35T45,FGA0164,,
8,2023.1,MÁRCIO HENRIQUE DE CARVALHO (60h),6M1234,FGA0164,,
1,2023.1,FABIANO ARAUJO SOARES (60h),35T23,FGA0166,,
1,2023.1,SALEH BARBOSA KHALIL (60h),46M34,FGA0167,,
1,2023.1,HIMILSYS HERNANDEZ GONZALEZ (90h),246M12,FGA0168,,
2,2023.1,ENEIDA GONZALEZ VALDES (90h),235M34,FGA0168,,
3,2023.1,HIMILSYS HERNANDEZ GONZALEZ (90h),235M34,FGA0168,,
4,2023.1,ENEIDA GONZALEZ VALDES (90h),246M12,FGA0168,,
5,2023.1,MATEUS RODRIGUES MIRANDA (90h),356T45,FGA0168,,
1,2023.1,AUGUSTO CESAR DE MENDONCA BRASIL (60h),46M12,FGA0169,,
1,2023.1,TIAGO ALVES DA FONSECA (60h),26M12,FGA0170,,
2,2023.1,DANIEL SUNDFELD LIMA (60h),24M5  24T1,FGA0170,,
1,2023.1,GEORGE MARSICANO CORREA (60h),35T23,FGA0172,,
2,2023.1,ANDRE BARROS DE SALES (60h),35M34,FGA0172,,
1,2023.1,SERGIO ANTONIO ANDRADE DE FREITAS (60h),24M34,FGA0173,,
2,2023.1,ANDRE BARROS DE SALES (60h),35M12,FGA0173,,
1,2023.1,JOSIANE DO SOCORRO AGUIAR DE SOUZA DE OLIVEIRA CAMPOS (60h),24M34,FGA0174,,
1,2023.1,FELIPE CHAGAS STORTI (60h),35T45,FGA0175,,
1,2023.1,PATRICIA REGINA SOBRAL BRAGA (60h),35T23,FGA0177,,
1,2023.1,MAURA ANGELICA MILFONT SHZU (60h),35T45,FGA0179,,
2,2023.1,RITA DE CASSIA SILVA (60h),35M34,FGA0179,,
1,2023.1,REJANE MARIA DA COSTA FIGUEIREDO (60h),35T23,FGA0184,,
2,2023.1,MARIO DE OLIVEIRA ANDRADE (60h),35T45,FGA0184,,
1,2023.1,RODRIGO ARBEY MUNOZ MENESES (60h),35T45,FGA0188,,
2,2023.1,RODRIGO ARBEY MUNOZ MENESES (60h),3T45 56T4,FGA0188,,
3,2023.1,RODRIGO ARBEY MUNOZ MENESES (60h),3T45 5T4 6T5,FGA0188,,
1,2023.1,ALESSANDRO BORGES DE SOUSA OLIVEIRA (90h),246M34,FGA0190,,
1,2023.1,EMMANUEL PACHECO ROCHA LIMA (30h),35T23,FGA0191,,
1,2023.1,SANDRA MARIA DA LUZ (30h),35T23,FGA0191,,
1,2023.1,FABIO CORDEIRO DE LISBOA (60h),46T23,FGA0194,,
1,2023.1,MARIO DE OLIVEIRA ANDRADE (60h),35T6  35N1,FGA0195,,
1,2023.1,DANIEL MAURICIO MUNOZ ARBOLEDA (60h),35M12,FGA0198,,
1,2023.1,PAULA MEYER SOARES (60h),24T23,FGA0203,,
1,2023.1,LUCIANO GONCALVES NOLETO (60h),26M34 4M4,FGA0204,,
1,2023.1,AUGUSTO CESAR DE MENDONCA BRASIL (15h),26M34 4M4,FGA0204,,
2,2023.1,LUCIANO GONCALVES NOLETO (60h),26M34 4M3,FGA0204,,
2,2023.1,AUGUSTO CESAR DE MENDONCA BRASIL (15h),26M34 4M3,FGA0204,,
1,2023.1,HILMER RODRIGUES NERI (60h),35T23,FGA0206,,
1,2023.1,MILENE SERRANO (60h),26M12,FGA0208,,
1,2023.1,MILENE SERRANO (60h),26M34,FGA0210,,
2,2023.1,MILENE SERRANO (60h),26M5  26T1,FGA0210,,
1,2023.1,FERNANDO WILLIAM CRUZ (60h),24T45,FGA0211,,
1,2023.1,BRUNO LUIZ PEREIRA (60h),35M34,FGA0214,,
1,2023.1,CRISTIANO JACQUES MIOSSO RODRIGUES MENDES (60h),46M12,FGA0219,,
1,2023.1,FABIANO ARAUJO SOARES (60h),35T45,FGA0221,,
1,2023.1,EVANDRO LEONARDO SILVA TEIXEIRA (60h),35M34,FGA0226,,
1,2023.1,CARLA TATIANA MOTA ANFLOR (60h),24M12,FGA0228,,
1,2023.1,MAURA ANGELICA MILFONT SHZU (60h),35T23,FGA0229,,
1,2023.1,SUZANA MOREIRA AVILA (60h),35M12,FGA0230,,
1,2023.1,HENRIQUE GOMES DE MOURA (60h),24M34,FGA0232,,
1,2023.1,RAFAEL RODRIGUES DA SILVA (60h),24T45,FGA0233,,
1,2023.1,LUCIANO GONCALVES NOLETO (60h),2T2345,FGA0235,,
1,2023.1,MARIA DEL PILAR HIDALGO FALLA (60h),35M34,FGA0236,,
1,2023.1,ELAINE VENSON (60h),35T23,FGA0238,,
2,2023.1,ELAINE VENSON (60h),35T45,FGA0238,,
1,2023.1,CARLA SILVA ROCHA AGUIAR (60h),35T45,FGA0240,,
2,2023.1,RENATO CORAL SAMPAIO (60h),35T45,FGA0240,,
1,2023.1,ANDRE LUIZ PERON MARTINS LANNA (60h),24T45,FGA0242,,
1,2023.1,FERNANDO WILLIAM CRUZ (60h),24T23,FGA0244,,
1,2023.1,ALEX REIS (90h),4T45 6T2345,FGA0250,,
2,2023.1,RHANDER VIANA (90h),4T45 6T2345,FGA0250,,
3,2023.1,JOSE FELICIO DA SILVA (90h),4T45 6T2345,FGA0250,,
4,2023.1,RICARDO MATOS CHAIM (60h),4T45 6T2345,FGA0250,,
4,2023.1,GIOVANNI ALMEIDA SANTOS (30h),4T45 6T2345,FGA0250,,
5,2023.1,PAOLO GESSINI (90h),4T45 6T2345,FGA0250,,
1,2023.1,LUCIANO GONCALVES NOLETO (60h),46M12  2T5,FGA0252,,
1,2023.1,RUDI HENRI VAN ELS (15h),46M12  2T5,FGA0252,,
1,2023.1,GABRIELA CUNHA POSSA (60h),24M12,FGA0254,,
1,2023.1,DANIEL COSTA ARAUJO (60h),35M34,FGA0257,,
1,2023.1,JOSE FELICIO DA SILVA (60h),46M34,FGA0261,,
2,2023.1,ROBERTO DE SOUZA BAPTISTA (60h),35M12,FGA0261,,
3,2023.1,SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA (60h),24M34,FGA0261,,
4,2023.1,EULER DE VILHENA GARCIA (60h),35T23,FGA0261,,
1,2023.1,LOANA NUNES VELASCO (75h),4M345 6M34,FGA0262,,
2,2023.1,PAULA MEYER SOARES (60h),35M12,FGA0265,,
1,2023.1,MARIA ALZIRA DE ARAUJO NUNES (60h),35M12,FGA0266,,
1,2023.1,HENRIQUE GOMES DE MOURA (60h),24M5  24T1,FGA0267,,
1,2023.1,BRUNO LUIZ PEREIRA (60h),35T23,FGA0270,,
1,2023.1,CRISTIANE SOARES RAMOS (60h),35T23,FGA0273,,
1,2023.1,WANDER CLEBER MARIA PEREIRA DA SILVA (60h),35T45,FGA0274,,
1,2023.1,REJANE MARIA DA COSTA FIGUEIREDO (60h),35T45,FGA0275,,
1,2023.1,RICARDO AJAX DIAS KOSLOSKI (60h),24M5  24T1,FGA0278,,
2,2023.1,CRISTIANE SOARES RAMOS (60h),35M34,FGA0278,,
1,2023.1,SANDRO AUGUSTO PAVLIK HADDAD (60h),35T6  35N1,FGA0280,,
1,2023.1,FABIO CORDEIRO DE LISBOA (60h),46T45 (28/03/2023 - 25/07/2023),FGA0284,,
1,2023.1,CARLA TATIANA MOTA ANFLOR (60h),24M34 (28/03/2023 - 25/07/2023),FGA0285,,
1,2023.1,ARTEM ANDRIANOV (60h),35M34 (28/03/2023 - 25/07/2023),FGA0291,,
1,2023.1,MANUEL NASCIMENTO DIAS BARCELOS JUNIOR (60h),35M5  35T1 (28/03/2023 - 25/07/2023),FGA0293,,
1,2023.1,CRISTIANO JACQUES MIOSSO RODRIGUES MENDES (60h),46T23,FGA0380,,
1,2023.1,CESAR LIGNELLI (90h),,IDA0010,,
2,2023.1,CESAR LIGNELLI (90h),,IDA0010,,
3,2023.1,CESAR LIGNELLI (90h),,IDA0010,,
4,2023.1,CESAR LIGNELLI (90h),,IDA0010,,
1,2023.1,CESAR LIGNELLI (60h),,IDA0012,,
1,2023.1,FRANCINE KEMMER CERNEV (60h),,IDA0288,,
1,2023.1,SIMONE LACORTE RECOVA (60h),,IDA0291,,
1,2023.1,FRANCINE KEMMER CERNEV (60h),,IDA0295,,
1,2023.1,SIMONE LACORTE RECOVA (60h),,IDA0298,,
1,2023.1,FRANCINE KEMMER CERNEV (60h),,IDA0301,,
1,2023.1,CESAR LIGNELLI (90h),,IDA0321,,
1,2023.1,CESAR LIGNELLI (90h),,IDA0322,,
1,2023.1,CESAR LIGNELLI (120h),,IDA0327,,
2,2023.1,CESAR LIGNELLI (120h),,IDA0327,,
3,2023.1,CESAR LIGNELLI (120h),,IDA0327,,
4,2023.1,CESAR LIGNELLI (120h),,IDA0327,,
1,2023.1,CESAR LIGNELLI (90h),,IDA0334,,
1,2023.1,SHAHRAM AFRAHI (90h),,IDA0344,,
2,2023.1,SIMONE LACORTE RECOVA (50h),,IDA0371,,
1,2023.1,TATIANA DUARTE MENEZES (90h),,IDA0374,,
2,2023.1,SIMONE LACORTE RECOVA (60h),,IDA0383,,
1,2023.1,FRANCINE KEMMER CERNEV (60h),,IDA0385,,
1,2023.1,CESAR LIGNELLI (105h),,IDA0389,,
1,2023.1,MARIA DEL ROSARIO TATIANA FERNANDEZ MENDEZ (30h),,IDA0405,,
1,2023.1,MARIA DEL ROSARIO TATIANA FERNANDEZ MENDEZ (105h),,IDA0422,,
1,2023.1,THERESE HOFMANN GATTI RODRIGUES DA COSTA (150h),,IDA0428,,
1,2023.1,MARIA DEL ROSARIO TATIANA FERNANDEZ MENDEZ (150h),,IDA0432,,
1,2023.1,THERESE HOFMANN GATTI RODRIGUES DA COSTA (150h),,IDA0432,,
1,2023.1,THERESE HOFMANN GATTI RODRIGUES DA COSTA (75h),,IDA0433,,
1,2023.1,Luís Müller Posca                                            (90h),,IDA0434,,
1,2023.1,MARIA DO CARMO COUTO DA SILVA (90h),,IDA0434,,
1,2023.1,BELIDSON DIAS BEZERRA JUNIOR (90h),,IDA0434,,
1,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (90h),,IDA0437,,
1,2023.1,ROBERTA CANTARELA (90h),,IDA0443,,
2,2023.1,ROBERTA CANTARELA (90h),,IDA0443,,
3,2023.1,ROBERTA CANTARELA (90h),,IDA0443,,
4,2023.1,ROBERTA CANTARELA (90h),,IDA0443,,
5,2023.1,ROBERTA CANTARELA (90h),,IDA0443,,
1,2023.1,ALISSON ARAUJO DE ALMEIDA (90h),,IDA0444,,
2,2023.1,ALISSON ARAUJO DE ALMEIDA (90h),,IDA0444,,
3,2023.1,ALISSON ARAUJO DE ALMEIDA (90h),,IDA0444,,
4,2023.1,ALISSON ARAUJO DE ALMEIDA (90h),,IDA0444,,
5,2023.1,ALISSON ARAUJO DE ALMEIDA (90h),,IDA0444,,
1,2023.1,FLAVIA MILLENA BIROLI TOKARSKI (60h),7T3456,POL0005,,
1,2023.1,RODRIGO LENTZ (60h),24T23,POL0011,,
2,2023.1,THIAGO APARECIDO TRINDADE (60h),35M12,POL0011,,
3,2023.1,JOSCIMAR SOUZA SILVA (60h),24N12,POL0011,,
4,2023.1,LUIS FELIPE MIGUEL (60h),35T45,POL0011,,
5,2023.1,FLAVIA MILLENA BIROLI TOKARSKI (60h),24N34,POL0011,,
6,2023.1,JOSCIMAR SOUZA SILVA (60h),6N1234,POL0011,,
7,2023.1,ANA JULIA FRANCA MONTEIRO (60h),24M34,POL0011,,
8,2023.1,PABLO HOLMES CHAVES (60h),24M12,POL0011,,
9,2023.1,ADRIAN NICOLAS ALBALA YOUNG (60h),24M12,POL0011,,
10,2023.1,ANA JULIA FRANCA MONTEIRO (60h),24T23,POL0011,,
11,2023.1,RODRIGO LENTZ (60h),35N12,POL0011,,
1,2023.1,GUSTAVO RODRIGUES MESQUITA (60h),24N34,POL0012,,
1,2023.1,ARNALDO MAUERBERG JUNIOR (30h),7M234  2N123 (27/02/2023 - 27/03/2023),POL0012,,
2,2023.1,ERIKA LAURINDA AMUSQUIVAR (60h),24M34,POL0012,,
3,2023.1,ERIKA LAURINDA AMUSQUIVAR (60h),24T45,POL0012,,
4,2023.1,MARILDE LOIOLA DE MENEZES (60h),24T23,POL0012,,
1,2023.1,GRAZIELA DIAS TEIXEIRA (60h),24T23,POL0013,,
2,2023.1,RICARDO WAHRENDORFF CALDAS (60h),35M34,POL0013,,
3,2023.1,REBECCA NEAERA ABERS (60h),35M12,POL0013,,
1,2023.1,ANINHO MUCUNDRAMO IRACHANDE (60h),24T45,POL0017,,
1,2023.1,CARLOS AUGUSTO MELLO MACHADO (60h),6T2345,POL0021,,
2,2023.1,ANINHO MUCUNDRAMO IRACHANDE (60h),24T23,POL0021,,
3,2023.1,RODRIGO LENTZ (60h),24T45,POL0021,,
1,2023.1,FREDERICO BERTHOLINI SANTOS RODRIGUES (60h),35M34,POL0029,,
1,2023.1,RICARDO WAHRENDORFF CALDAS (60h),35M12,POL0030,,
2,2023.1,FREDERICO BERTHOLINI SANTOS RODRIGUES (60h),24T23,POL0030,,
1,2023.1,ANDRE BORGES DE CARVALHO (60h),24M34,POL0032,,
1,2023.1,MARILDE LOIOLA DE MENEZES (60h),24T45,POL0033,,
1,2023.1,JOSE ALVES DONIZETH (60h),24T45,POL0036,,
1,2023.1,ARNALDO MAUERBERG JUNIOR (60h),35T23,POL0037,,
1,2023.1,JOSE ALVES DONIZETH (60h),24T23,POL0049,,
